ordem,entrevistado,startTime,endTime,duracao,fase
1239,8-Miguel-X,00:19:18,00:19:29,00:00:12,Mapping
1240,8-Miguel-X,00:19:29,00:19:36,00:00:06,Testing
1241,8-Miguel-X,00:19:36,00:19:36,00:00:01,Mapping
1242,8-Miguel-X,00:19:37,00:19:39,00:00:03,Testing
1243,8-Miguel-X,00:19:39,00:19:44,00:00:05,Mapping
1244,8-Miguel-X,00:19:44,00:19:53,00:00:09,Testing
1245,8-Miguel-X,00:19:53,00:19:56,00:00:03,Mapping
1246,8-Miguel-X,00:19:56,00:20:13,00:00:17,Testing
1247,8-Miguel-X,00:20:13,00:20:16,00:00:03,Mapping
1248,8-Miguel-X,00:20:16,00:20:23,00:00:07,Testing
1249,8-Miguel-X,00:20:23,00:20:30,00:00:06,Mapping
1250,8-Miguel-X,00:20:30,00:20:36,00:00:06,Testing
1251,8-Miguel-X,00:20:36,00:20:40,00:00:04,Mapping
1252,8-Miguel-X,00:20:40,00:20:55,00:00:14,Testing
1253,8-Miguel-X,00:20:55,00:21:02,00:00:07,Mapping
1254,8-Miguel-X,00:21:02,00:21:06,00:00:04,Testing
1255,8-Miguel-X,00:21:06,00:21:08,00:00:02,Testing
1256,8-Miguel-X,00:21:08,00:21:15,00:00:07,Mapping
1257,8-Miguel-X,00:21:15,00:21:23,00:00:08,Testing
1258,8-Miguel-X,00:21:23,00:21:28,00:00:05,Mapping
1259,8-Miguel-X,00:21:28,00:21:30,00:00:03,Testing
1260,8-Miguel-X,00:21:30,00:21:32,00:00:02,Mapping
1261,8-Miguel-X,00:21:32,00:21:38,00:00:06,Testing
1262,8-Miguel-X,00:21:38,00:21:41,00:00:03,Mapping
1263,8-Miguel-X,00:21:41,00:21:54,00:00:13,Testing
1264,8-Miguel-X,00:21:54,00:22:03,00:00:09,Mapping
1265,8-Miguel-X,00:22:03,00:22:32,00:00:29,Testing
1266,8-Miguel-X,00:22:32,00:22:36,00:00:05,Mapping
1267,8-Miguel-X,00:22:36,00:22:46,00:00:09,Testing
1268,8-Miguel-X,00:22:46,00:22:57,00:00:11,Mapping
1269,8-Miguel-X,00:22:57,00:23:06,00:00:09,Testing
1270,8-Miguel-X,00:23:06,00:23:11,00:00:05,Mapping
1271,8-Miguel-X,00:23:11,00:23:16,00:00:05,Testing
1272,8-Miguel-X,00:23:16,00:23:20,00:00:04,Mapping
1273,8-Miguel-X,00:23:20,00:23:53,00:00:33,Testing
1274,8-Miguel-X,00:23:53,00:23:54,00:00:01,Mapping
1275,8-Miguel-X,00:23:54,00:24:08,00:00:14,Testing
1276,8-Miguel-X,00:24:08,00:24:12,00:00:04,Mapping
1277,8-Miguel-X,00:24:12,00:24:39,00:00:28,Mounting
1278,8-Miguel-X,00:24:39,00:25:01,00:00:21,Testing
1279,8-Miguel-X,00:25:01,00:25:05,00:00:04,Mapping
1280,8-Miguel-X,00:25:04,00:25:12,00:00:08,Testing
1281,8-Miguel-X,00:25:12,00:25:27,00:00:15,Mapping
1282,8-Miguel-X,00:25:27,00:25:32,00:00:06,Testing
1283,8-Miguel-X,00:25:32,00:25:44,00:00:12,Mapping
1284,8-Miguel-X,00:25:44,00:26:00,00:00:16,Testing
1285,8-Miguel-X,00:26:00,00:26:02,00:00:02,Mapping
1286,8-Miguel-X,00:26:02,00:26:15,00:00:13,Testing
1287,8-Miguel-Y,00:00:03,00:02:10,00:02:08,Mounting
1288,8-Miguel-Y,00:02:10,00:03:14,00:01:04,Testing
1289,8-Miguel-Y,00:03:14,00:04:35,00:01:21,Mounting
1290,8-Miguel-Y,00:04:35,00:04:45,00:00:10,Testing
1291,8-Miguel-Y,00:04:45,00:05:00,00:00:15,Mapping
1292,8-Miguel-Y,00:05:00,00:05:55,00:00:55,Testing
1293,8-Miguel-Y,00:05:56,00:06:28,00:00:33,Mounting
1294,8-Miguel-Y,00:06:28,00:06:40,00:00:12,Mapping
1295,8-Miguel-Y,00:06:40,00:06:48,00:00:08,Testing
1296,8-Miguel-Y,00:06:48,00:06:54,00:00:05,Mapping
1297,8-Miguel-Y,00:06:53,00:07:09,00:00:16,Testing
1298,8-Miguel-Y,00:07:10,00:08:15,00:01:05,Mounting
1299,8-Miguel-Y,00:08:15,00:08:22,00:00:08,Testing
1300,8-Miguel-Y,00:08:22,00:08:35,00:00:12,Mapping
1301,8-Miguel-Y,00:08:35,00:09:02,00:00:27,Testing
1302,8-Miguel-Y,00:09:02,00:09:09,00:00:07,Mapping
1303,8-Miguel-Y,00:09:08,00:09:34,00:00:25,Testing
1304,8-Miguel-Y,00:09:34,00:09:38,00:00:05,Mapping
1305,8-Miguel-Y,00:09:39,00:09:44,00:00:05,Testing
1306,8-Miguel-Y,00:09:44,00:09:56,00:00:12,Mapping
1307,8-Miguel-Y,00:09:56,00:09:58,00:00:03,Testing
1308,8-Miguel-Y,00:09:59,00:10:04,00:00:06,Mapping
1309,8-Miguel-Y,00:10:04,00:10:11,00:00:07,Testing
1310,8-Miguel-Y,00:10:11,00:10:14,00:00:03,Mapping
1311,8-Miguel-Y,00:10:14,00:11:13,00:00:59,Testing
1312,8-Miguel-Y,00:11:13,00:12:12,00:00:58,Mounting
1313,8-Miguel-Y,00:12:12,00:12:15,00:00:03,Testing
1314,8-Miguel-Y,00:12:15,00:12:25,00:00:10,Mapping
1315,8-Miguel-Y,00:12:25,00:12:39,00:00:14,Testing
1316,8-Miguel-Y,00:12:39,00:13:20,00:00:41,Mounting
1317,8-Miguel-Y,00:13:20,00:13:22,00:00:02,Testing
1318,8-Miguel-Y,00:13:23,00:13:30,00:00:07,Mapping
1319,8-Miguel-Y,00:13:29,00:14:15,00:00:46,Testing
1320,8-Miguel-Y,00:14:15,00:15:18,00:01:03,Mounting
1321,8-Miguel-Y,00:15:18,00:15:26,00:00:08,Mapping
1322,8-Miguel-Y,00:15:26,00:15:32,00:00:07,Testing
1323,8-Miguel-Y,00:15:32,00:15:43,00:00:11,Mapping
1324,8-Miguel-Y,00:15:43,00:15:57,00:00:13,Testing
1325,8-Miguel-Y,00:15:57,00:15:59,00:00:02,Mapping
1326,8-Miguel-Y,00:15:59,00:16:16,00:00:17,Testing
1327,8-Miguel-Y,00:16:16,00:16:27,00:00:11,Mapping
1328,8-Miguel-Y,00:16:27,00:16:31,00:00:03,Testing
1329,8-Miguel-Y,00:16:31,00:16:33,00:00:03,Mapping
1330,8-Miguel-Y,00:16:33,00:16:36,00:00:02,Testing
1331,8-Miguel-Y,00:16:36,00:18:24,00:01:48,Mounting
1332,8-Miguel-Y,00:18:24,00:18:30,00:00:06,Mapping
1333,8-Miguel-Y,00:18:30,00:18:47,00:00:18,Testing
1334,8-Miguel-Y,00:18:47,00:18:58,00:00:11,Mapping
1335,8-Miguel-Y,00:18:58,00:19:09,00:00:11,Testing
1336,8-Miguel-Y,00:19:09,00:19:14,00:00:05,Mapping
1337,8-Miguel-Y,00:19:15,00:19:21,00:00:06,Testing
1338,8-Miguel-Y,00:19:21,00:20:37,00:01:16,Mounting
1339,8-Miguel-Y,00:20:37,00:20:42,00:00:05,Mapping
1340,8-Miguel-Y,00:20:42,00:21:17,00:00:35,Testing
1341,8-Miguel-Y,00:21:17,00:21:21,00:00:04,Mapping
1342,8-Miguel-Y,00:21:21,00:21:27,00:00:06,Testing
1343,8-Miguel-Y,00:21:27,00:21:31,00:00:05,Mapping
1344,8-Miguel-Y,00:21:31,00:21:35,00:00:04,Testing
1345,8-Miguel-Y,00:21:35,00:23:13,00:01:38,Mounting
1346,8-Miguel-Y,00:23:13,00:23:19,00:00:06,Testing
1347,8-Miguel-Y,00:23:19,00:23:35,00:00:17,Mapping
1348,8-Miguel-Y,00:23:35,00:23:44,00:00:09,Testing
1349,8-Miguel-Y,00:23:44,00:23:56,00:00:13,Mapping
1350,8-Miguel-Y,00:23:56,00:26:21,00:02:25,Testing
1351,9-SofiaGalvao-X,00:00:11,00:00:29,00:00:19,Mounting
1352,9-SofiaGalvao-X,00:00:29,00:00:43,00:00:14,Testing
1353,9-SofiaGalvao-X,00:00:43,00:00:51,00:00:07,Mounting
1354,9-SofiaGalvao-X,00:00:51,00:00:55,00:00:04,Testing
1355,9-SofiaGalvao-X,00:00:55,00:00:59,00:00:04,Mounting
1356,9-SofiaGalvao-X,00:00:59,00:01:04,00:00:05,Testing
1357,9-SofiaGalvao-X,00:01:05,00:01:08,00:00:03,Mounting
1358,9-SofiaGalvao-X,00:01:08,00:01:13,00:00:05,Testing
1359,9-SofiaGalvao-X,00:01:14,00:01:16,00:00:02,Mounting
1360,9-SofiaGalvao-X,00:01:16,00:01:24,00:00:08,Testing
1361,9-SofiaGalvao-X,00:01:25,00:01:28,00:00:03,Mounting
1362,9-SofiaGalvao-X,00:01:29,00:01:54,00:00:26,Testing
1363,9-SofiaGalvao-X,00:01:55,00:02:20,00:00:26,Mounting
1364,9-SofiaGalvao-X,00:02:21,00:02:26,00:00:06,Testing
1365,9-SofiaGalvao-X,00:02:27,00:02:48,00:00:21,Mounting
1366,9-SofiaGalvao-X,00:02:48,00:03:04,00:00:16,Testing
1367,9-SofiaGalvao-X,00:03:04,00:03:23,00:00:19,Mounting
1368,9-SofiaGalvao-X,00:03:24,00:03:47,00:00:23,Consulting
1369,9-SofiaGalvao-X,00:03:47,00:04:16,00:00:29,Mounting
1370,9-SofiaGalvao-X,00:04:16,00:04:58,00:00:41,Testing
1371,9-SofiaGalvao-X,00:04:58,00:05:24,00:00:27,Consulting
1372,9-SofiaGalvao-X,00:05:24,00:05:28,00:00:04,Mounting
1373,9-SofiaGalvao-X,00:05:29,00:05:54,00:00:25,Testing
1374,9-SofiaGalvao-X,00:05:54,00:06:01,00:00:06,Mounting
1375,9-SofiaGalvao-X,00:06:01,00:06:10,00:00:09,Testing
1376,9-SofiaGalvao-X,00:06:10,00:06:17,00:00:07,Mounting
1377,9-SofiaGalvao-X,00:06:18,00:06:21,00:00:03,Consulting
1378,9-SofiaGalvao-X,00:06:21,00:06:25,00:00:04,Mounting
1379,9-SofiaGalvao-X,00:06:25,00:06:33,00:00:08,Testing
1380,9-SofiaGalvao-X,00:06:33,00:06:39,00:00:06,Mounting
1381,9-SofiaGalvao-X,00:06:39,00:06:49,00:00:10,Testing
1382,9-SofiaGalvao-X,00:06:50,00:06:57,00:00:07,Mounting
1383,9-SofiaGalvao-X,00:06:57,00:07:09,00:00:12,Testing
1384,9-SofiaGalvao-X,00:07:09,00:07:17,00:00:07,Mounting
1385,9-SofiaGalvao-X,00:07:17,00:08:00,00:00:43,Mapping
1386,9-SofiaGalvao-X,00:08:00,00:08:05,00:00:05,Testing
1387,9-SofiaGalvao-X,00:08:05,00:08:40,00:00:35,Mapping
1388,9-SofiaGalvao-X,00:08:41,00:08:51,00:00:10,Consulting
1389,9-SofiaGalvao-X,00:08:52,00:09:17,00:00:24,Mapping
1390,9-SofiaGalvao-X,00:09:17,00:09:26,00:00:09,Testing
1391,9-SofiaGalvao-X,00:09:26,00:09:34,00:00:08,Mapping
1392,9-SofiaGalvao-X,00:09:34,00:09:51,00:00:17,Testing
1393,9-SofiaGalvao-X,00:09:51,00:10:17,00:00:26,Mapping
1394,9-SofiaGalvao-X,00:10:17,00:10:31,00:00:14,Testing
1395,9-SofiaGalvao-X,00:10:32,00:10:45,00:00:13,Mapping
1396,9-SofiaGalvao-X,00:10:45,00:10:49,00:00:04,Testing
1397,9-SofiaGalvao-X,00:10:49,00:11:01,00:00:12,Mapping
1398,9-SofiaGalvao-X,00:11:01,00:11:05,00:00:04,Testing
1399,9-SofiaGalvao-X,00:11:05,00:11:18,00:00:13,Mapping
1400,9-SofiaGalvao-X,00:11:18,00:11:29,00:00:11,Testing
1401,9-SofiaGalvao-X,00:11:29,00:11:44,00:00:15,Mapping
1402,9-SofiaGalvao-X,00:11:45,00:11:59,00:00:14,Testing
1403,9-SofiaGalvao-X,00:11:59,00:12:16,00:00:17,Mapping
1404,9-SofiaGalvao-X,00:12:16,00:12:33,00:00:17,Testing
1405,9-SofiaGalvao-X,00:12:33,00:12:46,00:00:13,Mapping
1406,9-SofiaGalvao-X,00:12:46,00:12:48,00:00:02,Testing
1407,9-SofiaGalvao-X,00:12:48,00:13:31,00:00:43,Mapping
1408,9-SofiaGalvao-X,00:13:31,00:13:43,00:00:12,Testing
1409,9-SofiaGalvao-X,00:13:43,00:13:56,00:00:13,Consulting
1410,9-SofiaGalvao-X,00:13:56,00:13:59,00:00:03,Mapping
1411,9-SofiaGalvao-X,00:13:59,00:14:06,00:00:08,Testing
1412,9-SofiaGalvao-X,00:14:06,00:14:26,00:00:20,Mapping
1413,9-SofiaGalvao-X,00:14:26,00:14:32,00:00:06,Testing
1414,9-SofiaGalvao-X,00:14:32,00:14:44,00:00:12,Mapping
1415,9-SofiaGalvao-X,00:14:44,00:15:00,00:00:16,Planning
1416,9-SofiaGalvao-X,00:15:00,00:15:12,00:00:11,Testing
1417,9-SofiaGalvao-X,00:15:12,00:15:36,00:00:24,Mapping
1418,9-SofiaGalvao-X,00:15:36,00:15:47,00:00:11,Testing
1419,9-SofiaGalvao-X,00:15:47,00:15:58,00:00:11,Mapping
1420,9-SofiaGalvao-X,00:15:58,00:16:15,00:00:17,Testing
1421,9-SofiaGalvao-X,00:16:15,00:16:26,00:00:11,Mapping
1422,9-SofiaGalvao-X,00:16:26,00:16:52,00:00:25,Testing
1423,9-SofiaGalvao-X,00:16:52,00:17:18,00:00:26,Mapping
1424,9-SofiaGalvao-X,00:17:18,00:17:34,00:00:16,Testing
1425,9-SofiaGalvao-X,00:17:34,00:17:47,00:00:14,Mapping
1426,9-SofiaGalvao-X,00:17:48,00:18:01,00:00:14,Testing
1427,9-SofiaGalvao-X,00:18:01,00:18:15,00:00:14,Mapping
1428,9-SofiaGalvao-Y,00:00:00,00:02:55,00:02:54,Mounting
1429,9-SofiaGalvao-Y,00:02:54,00:02:54,00:00:00,Consulting
1430,9-SofiaGalvao-Y,00:02:55,00:03:20,00:00:26,Consulting
1431,9-SofiaGalvao-Y,00:03:21,00:05:33,00:02:13,Mounting
1432,9-SofiaGalvao-Y,00:05:33,00:06:02,00:00:29,Testing
1433,9-SofiaGalvao-Y,00:06:02,00:06:37,00:00:35,Mapping
1434,9-SofiaGalvao-Y,00:06:37,00:06:41,00:00:04,Testing
1435,9-SofiaGalvao-Y,00:06:41,00:06:49,00:00:09,Mapping
1436,9-SofiaGalvao-Y,00:06:49,00:06:59,00:00:10,Testing
1437,9-SofiaGalvao-Y,00:06:59,00:07:59,00:01:00,Mounting
1438,9-SofiaGalvao-Y,00:07:59,00:08:04,00:00:05,Mapping
1439,9-SofiaGalvao-Y,00:08:04,00:08:25,00:00:21,Mounting
1440,9-SofiaGalvao-Y,00:08:25,00:09:10,00:00:45,Consulting
1441,9-SofiaGalvao-Y,00:09:09,00:09:26,00:00:16,Mounting
1442,9-SofiaGalvao-Y,00:09:26,00:09:33,00:00:08,Testing
1443,9-SofiaGalvao-Y,00:09:33,00:09:56,00:00:23,Mapping
1444,9-SofiaGalvao-Y,00:09:56,00:10:07,00:00:12,Testing
1445,9-SofiaGalvao-Y,00:10:07,00:10:57,00:00:50,Consulting
1446,9-SofiaGalvao-Y,00:10:57,00:11:13,00:00:16,Testing
1447,9-SofiaGalvao-Y,00:11:13,00:11:29,00:00:16,Mapping
1448,9-SofiaGalvao-Y,00:11:29,00:11:45,00:00:16,Testing
1449,9-SofiaGalvao-Y,00:11:45,00:13:39,00:01:54,Mounting
1450,9-SofiaGalvao-Y,00:13:39,00:13:57,00:00:17,Mapping
1451,9-SofiaGalvao-Y,00:13:56,00:14:15,00:00:18,Consulting
1452,9-SofiaGalvao-Y,00:14:15,00:14:24,00:00:10,Mapping
1453,9-SofiaGalvao-Y,00:14:24,00:15:24,00:01:00,Consulting
1454,9-SofiaGalvao-Y,00:15:24,00:15:49,00:00:25,Testing
1455,9-SofiaGalvao-Y,00:15:49,00:16:48,00:00:59,Mapping
1456,9-SofiaGalvao-Y,00:16:48,00:17:02,00:00:14,Consulting
1457,9-SofiaGalvao-Y,00:17:02,00:17:12,00:00:10,Mapping
1458,9-SofiaGalvao-Y,00:17:12,00:17:24,00:00:12,Testing
1459,9-SofiaGalvao-Y,00:17:24,00:17:33,00:00:09,Mapping
1460,9-SofiaGalvao-Y,00:17:33,00:17:41,00:00:08,Consulting
1461,9-SofiaGalvao-Y,00:17:41,00:18:00,00:00:19,Testing
1462,9-SofiaGalvao-Y,00:18:00,00:18:15,00:00:15,Mapping
1463,9-SofiaGalvao-Y,00:18:15,00:18:20,00:00:05,Testing
1464,9-SofiaGalvao-Y,00:18:20,00:18:28,00:00:07,Mapping
1465,9-SofiaGalvao-Y,00:18:27,00:18:41,00:00:13,Testing
1466,9-SofiaGalvao-Y,00:18:41,00:19:36,00:00:55,Mounting
1467,9-SofiaGalvao-Y,00:19:36,00:19:45,00:00:09,Testing
1468,9-SofiaGalvao-Y,00:19:45,00:20:01,00:00:16,Mounting
1469,9-SofiaGalvao-Y,00:20:01,00:20:34,00:00:33,Testing
1470,9-SofiaGalvao-Y,00:20:34,00:21:25,00:00:51,Mapping
1471,9-SofiaGalvao-Y,00:21:25,00:21:41,00:00:16,Testing
1472,9-SofiaGalvao-Y,00:21:41,00:21:44,00:00:03,Mapping
1473,9-SofiaGalvao-Y,00:21:44,00:21:56,00:00:12,Testing
1474,9-SofiaGalvao-Y,00:21:56,00:23:09,00:01:13,Mounting
1475,9-SofiaGalvao-Y,00:23:09,00:23:19,00:00:10,Testing
1476,9-SofiaGalvao-Y,00:23:19,00:23:41,00:00:22,Mounting
1477,9-SofiaGalvao-Y,00:23:41,00:23:56,00:00:15,Testing
1478,9-SofiaGalvao-Y,00:23:56,00:24:10,00:00:14,Mapping
1479,9-SofiaGalvao-Y,00:24:10,00:24:28,00:00:18,Testing
1480,9-SofiaGalvao-Y,00:24:28,00:25:00,00:00:32,Mapping
1481,10-Renato-X,00:00:08,00:01:03,00:00:55,Mounting
1482,10-Renato-X,00:01:03,00:01:20,00:00:18,Mapping
1483,10-Renato-X,00:01:20,00:01:37,00:00:16,Testing
1484,10-Renato-X,00:01:37,00:01:42,00:00:05,Mapping
1485,10-Renato-X,00:01:42,00:01:56,00:00:14,Testing
1486,10-Renato-X,00:01:56,00:02:08,00:00:13,Mapping
1487,10-Renato-X,00:02:09,00:02:28,00:00:19,Testing
1488,10-Renato-X,00:02:28,00:02:45,00:00:17,Mapping
1489,10-Renato-X,00:02:45,00:02:49,00:00:04,Testing
1490,10-Renato-X,00:02:49,00:02:49,00:00:00,Mapping
1491,10-Renato-X,00:02:49,00:02:51,00:00:03,Mapping
1492,10-Renato-X,00:02:51,00:02:59,00:00:07,Testing
1493,10-Renato-X,00:02:59,00:03:00,00:00:01,Mapping
1494,10-Renato-X,00:03:00,00:03:02,00:00:02,Testing
1495,10-Renato-X,00:03:02,00:03:05,00:00:03,Testing
1496,10-Renato-X,00:03:06,00:03:12,00:00:07,Consulting
1497,10-Renato-X,00:03:13,00:03:18,00:00:05,Testing
1498,10-Renato-X,00:03:18,00:03:25,00:00:07,Consulting
1499,10-Renato-X,00:03:25,00:03:45,00:00:20,Mapping
1500,10-Renato-X,00:03:45,00:03:49,00:00:03,Testing
1501,10-Renato-X,00:03:49,00:03:49,00:00:00,Testing
1502,10-Renato-X,00:03:49,00:03:53,00:00:04,Mapping
1503,10-Renato-X,00:03:53,00:03:55,00:00:02,Testing
1504,10-Renato-X,00:03:55,00:03:59,00:00:04,Mapping
1505,10-Renato-X,00:03:59,00:04:04,00:00:05,Testing
1506,10-Renato-X,00:04:04,00:04:05,00:00:00,Testing
1507,10-Renato-X,00:04:05,00:04:09,00:00:05,Mapping
1508,10-Renato-X,00:04:09,00:04:17,00:00:08,Testing
1509,10-Renato-X,00:04:17,00:04:21,00:00:04,Mapping
1510,10-Renato-X,00:04:21,00:04:55,00:00:34,Testing
1511,10-Renato-X,00:04:55,00:05:00,00:00:05,Mapping
1512,10-Renato-X,00:05:00,00:05:09,00:00:09,Testing
1513,10-Renato-X,00:05:10,00:05:17,00:00:07,Mounting
1514,10-Renato-X,00:05:17,00:05:22,00:00:05,Mapping
1515,10-Renato-X,00:05:22,00:05:28,00:00:06,Testing
1516,10-Renato-X,00:05:28,00:05:41,00:00:13,Mapping
1517,10-Renato-X,00:05:41,00:06:10,00:00:30,Testing
1518,10-Renato-X,00:06:10,00:06:31,00:00:21,Mounting
1519,10-Renato-X,00:06:31,00:06:40,00:00:09,Mapping
1520,10-Renato-X,00:06:40,00:06:49,00:00:10,Testing
1521,10-Renato-X,00:06:49,00:06:58,00:00:09,Mapping
1522,10-Renato-X,00:06:58,00:07:07,00:00:09,Testing
1523,10-Renato-X,00:07:08,00:07:16,00:00:09,Mounting
1524,10-Renato-X,00:07:16,00:07:20,00:00:03,Mapping
1525,10-Renato-X,00:07:20,00:07:22,00:00:02,Testing
1526,10-Renato-X,00:07:22,00:07:26,00:00:03,Mapping
1527,10-Renato-X,00:07:26,00:07:32,00:00:06,Testing
1528,10-Renato-X,00:07:32,00:07:35,00:00:03,Mounting
1529,10-Renato-X,00:07:35,00:07:39,00:00:04,Mapping
1530,10-Renato-X,00:07:39,00:07:47,00:00:08,Mapping
1531,10-Renato-X,00:07:48,00:07:53,00:00:06,Testing
1532,10-Renato-X,00:07:54,00:07:59,00:00:06,Mapping
1533,10-Renato-X,00:07:59,00:08:04,00:00:05,Testing
1534,10-Renato-X,00:08:04,00:08:10,00:00:06,Mapping
1535,10-Renato-X,00:08:10,00:08:15,00:00:05,Testing
1536,10-Renato-X,00:08:15,00:08:23,00:00:08,Mapping
1537,10-Renato-X,00:08:23,00:08:32,00:00:09,Testing
1538,10-Renato-X,00:08:32,00:08:36,00:00:04,Mapping
1539,10-Renato-X,00:08:36,00:08:52,00:00:16,Testing
1540,10-Renato-X,00:08:52,00:08:55,00:00:04,Mounting
1541,10-Renato-X,00:08:56,00:09:09,00:00:14,Mapping
1542,10-Renato-X,00:09:09,00:09:23,00:00:14,Testing
1543,10-Renato-X,00:09:23,00:09:30,00:00:07,Mapping
1544,10-Renato-X,00:09:30,00:09:37,00:00:08,Testing
1545,10-Renato-X,00:09:37,00:09:47,00:00:10,Mapping
1546,10-Renato-X,00:09:47,00:09:54,00:00:07,Testing
1547,10-Renato-X,00:09:55,00:10:04,00:00:10,Testing
1548,10-Renato-X,00:10:04,00:10:09,00:00:05,Mapping
1549,10-Renato-X,00:10:09,00:11:06,00:00:56,Mounting
1550,10-Renato-X,00:11:06,00:11:13,00:00:07,Testing
1551,10-Renato-X,00:11:13,00:11:22,00:00:10,Planning
1552,10-Renato-X,00:11:23,00:11:27,00:00:04,Mapping
1553,10-Renato-X,00:11:27,00:11:28,00:00:01,Testing
1554,10-Renato-X,00:11:28,00:11:36,00:00:09,Mapping
1555,10-Renato-X,00:11:36,00:11:37,00:00:00,Testing
1556,10-Renato-X,00:11:37,00:11:41,00:00:04,Mapping
1557,10-Renato-X,00:11:41,00:11:58,00:00:17,Testing
1558,10-Renato-X,00:11:58,00:12:08,00:00:10,Consulting
1559,10-Renato-X,00:12:09,00:12:16,00:00:07,Planning
1560,10-Renato-X,00:12:16,00:12:19,00:00:02,Mounting
1561,10-Renato-X,00:12:19,00:12:23,00:00:04,Testing
1562,10-Renato-X,00:12:23,00:12:41,00:00:18,Mapping
1563,10-Renato-X,00:12:41,00:12:54,00:00:13,Testing
1564,10-Renato-X,00:12:55,00:13:00,00:00:05,Mapping
1565,10-Renato-X,00:13:00,00:13:06,00:00:06,Testing
1566,10-Renato-X,00:13:06,00:13:10,00:00:04,Mapping
1567,10-Renato-X,00:13:09,00:13:25,00:00:15,Testing
1568,10-Renato-X,00:13:24,00:13:38,00:00:14,Bug
1569,10-Renato-X,00:13:39,00:13:50,00:00:11,Testing
1570,10-Renato-X,00:13:50,00:14:09,00:00:19,Mapping
1571,10-Renato-X,00:14:09,00:14:11,00:00:01,Testing
1572,10-Renato-X,00:14:11,00:14:15,00:00:05,Mapping
1573,10-Renato-X,00:14:15,00:14:28,00:00:13,Testing
1574,10-Renato-X,00:14:28,00:14:55,00:00:27,Mapping
1575,10-Renato-X,00:14:55,00:14:57,00:00:03,Testing
1576,10-Renato-X,00:14:57,00:15:01,00:00:04,Mapping
1577,10-Renato-X,00:15:01,00:15:03,00:00:02,Testing
1578,10-Renato-X,00:15:03,00:15:04,00:00:01,Mapping
1579,10-Renato-X,00:15:04,00:15:09,00:00:05,Testing
1580,10-Renato-X,00:15:09,00:15:34,00:00:25,Mapping
1581,10-Renato-X,00:15:34,00:15:40,00:00:06,Testing
1582,10-Renato-X,00:15:41,00:15:42,00:00:02,Planning
1583,10-Renato-X,00:15:42,00:15:45,00:00:03,Mapping
1584,10-Renato-X,00:15:45,00:15:57,00:00:12,Mounting
1585,10-Renato-X,00:15:57,00:16:02,00:00:05,Mapping
1586,10-Renato-X,00:16:02,00:16:26,00:00:24,Testing
1587,10-Renato-X,00:16:26,00:16:32,00:00:06,Mapping
1588,10-Renato-X,00:16:32,00:16:34,00:00:01,Testing
1589,10-Renato-X,00:16:34,00:16:35,00:00:01,Mapping
1590,10-Renato-X,00:16:35,00:16:44,00:00:10,Testing
1591,10-Renato-X,00:16:44,00:16:50,00:00:05,Mapping
1592,10-Renato-X,00:16:50,00:16:58,00:00:09,Testing
1593,10-Renato-X,00:16:58,00:17:00,00:00:01,Mapping
1594,10-Renato-X,00:17:00,00:17:01,00:00:01,Testing
1595,10-Renato-X,00:17:01,00:17:08,00:00:07,Mapping
1596,10-Renato-X,00:17:08,00:17:33,00:00:25,Testing
1597,10-Renato-X,00:17:33,00:18:04,00:00:31,Mapping
1598,10-Renato-X,00:18:04,00:18:13,00:00:09,Testing
1599,10-Renato-X,00:18:13,00:18:16,00:00:03,Mapping
1600,10-Renato-X,00:18:16,00:18:28,00:00:12,Testing
1601,10-Renato-X,00:18:29,00:18:34,00:00:06,Mapping
1602,10-Renato-X,00:18:34,00:18:37,00:00:02,Testing
1603,10-Renato-X,00:18:37,00:18:42,00:00:05,Mapping
1604,10-Renato-X,00:18:42,00:18:45,00:00:03,Testing
1605,10-Renato-X,00:18:45,00:19:04,00:00:19,Mapping
1606,10-Renato-X,00:19:04,00:19:15,00:00:10,Testing
1607,10-Renato-X,00:19:15,00:19:26,00:00:11,Mounting
1608,10-Renato-X,00:19:26,00:19:30,00:00:04,Mapping
1609,10-Renato-X,00:19:31,00:19:33,00:00:02,Mounting
1610,10-Renato-X,00:19:33,00:19:40,00:00:07,Mapping
1611,10-Renato-X,00:19:40,00:19:43,00:00:04,Testing
1612,10-Renato-X,00:19:43,00:19:48,00:00:05,Mounting
1613,10-Renato-X,00:19:48,00:19:52,00:00:04,Mapping
1614,10-Renato-X,00:19:52,00:20:01,00:00:09,Testing
1615,10-Renato-X,00:20:01,00:21:07,00:01:06,Mapping
1616,10-Renato-X,00:21:07,00:21:44,00:00:37,Mounting
1617,10-Renato-X,00:21:44,00:21:49,00:00:05,Mapping
1618,10-Renato-X,00:21:49,00:22:01,00:00:12,Testing
1619,10-Renato-X,00:22:02,00:22:50,00:00:49,Consulting
1620,10-Renato-X,00:22:50,00:22:56,00:00:05,Mapping
1621,10-Renato-X,00:22:56,00:23:00,00:00:04,Testing
1622,10-Renato-X,00:23:00,00:23:02,00:00:02,Mapping
1623,10-Renato-X,00:23:02,00:23:11,00:00:08,Testing
1624,10-Renato-X,00:23:11,00:23:19,00:00:09,Consulting
1625,10-Renato-X,00:23:20,00:23:25,00:00:05,Mapping
1626,10-Renato-X,00:23:25,00:23:32,00:00:07,Testing
1627,10-Renato-X,00:23:32,00:23:41,00:00:09,Mapping
1628,10-Renato-X,00:23:41,00:23:53,00:00:12,Testing
